scenario,level,cluster,name,year,metric,value
low,line,c3,pellets,2028,import_substitution,0.0
low,line,c3,pellets,2028,exports,0.0
low,line,c3,pellets,2028,imported_inputs,330.0
low,line,c3,pellets,2028,forgone_exports,0.0
low,line,c3,pellets,2028,net_fx,-330.0
low,line,c3,pellets,2028,jobs,1.0
low,line,c3,pellets,2028,investment,250000.0
low,line,c3,pellets,2028,capital_goods_imports,212500.0
low,line,c3,pellets,2028,tax_gross,41.732859531772576
low,line,c3,pellets,2028,customs_forgone,0.0
low,line,c3,pellets,2028,tax_revenue,41.732859531772576
low,line,c3,pellets,2029,volume,950.0
low,line,c3,pellets,2029,gross_output,20900.0
low,line,c3,pellets,2029,value_added,5225.0
low,line,c3,pellets,2029,indirect_va,4890.599999999999
low,line,c3,pellets,2029,induced_va,456.7244147157191
low,line,c3,pellets,2029,total_va,10572.324414715718
low,line,c3,pellets,2029,household_income,4757.5459866220735
low,line,c3,pellets,2029,import_substitution,0.0
low,line,c3,pellets,2029,exports,0.0
low,line,c3,pellets,2029,imported_inputs,2090.0
low,line,c3,pellets,2029,forgone_exports,0.0
low,line,c3,pellets,2029,net_fx,-2090.0
low,line,c3,pellets,2029,jobs,4.0
low,line,c3,pellets,2029,investment,750000.0000000001
low,line,c3,pellets,2029,capital_goods_imports,637500.0000000001
low,line,c3,pellets,2029,tax_gross,264.308110367893
low,line,c3,pellets,2029,customs_forgone,0.0
low,line,c3,pellets,2029,tax_revenue,264.308110367893
low,line,c3,pellets,2030,volume,2600.0
low,line,c3,pellets,2030,gross_output,57200.0
low,line,c3,pellets,2030,value_added,14300.0
low,line,c3,pellets,2030,indirect_va,13384.8
low,line,c3,pellets,2030,induced_va,1249.9826086956523
low,line,c3,pellets,2030,total_va,28934.782608695652
low,line,c3,pellets,2030,household_income,13020.652173913044
low,line,c3,pellets,2030,import_substitution,0.0
low,line,c3,pellets,2030,exports,0.0
low,line,c3,pellets,2030,imported_inputs,5720.0
low,line,c3,pellets,2030,forgone_exports,0.0
low,line,c3,pellets,2030,net_fx,-5720.0
low,line,c3,pellets,2030,jobs,8.0
low,line,c3,pellets,2030,investment,1000000.0
low,line,c3,pellets,2030,capital_goods_imports,850000.0
low,line,c3,pellets,2030,tax_gross,723.3695652173914
low,line,c3,pellets,2030,customs_forgone,0.0
low,line,c3,pellets,2030,tax_revenue,723.3695652173914
low,line,c3,pellets,2031,volume,4600.0
low,line,c3,pellets,2031,gross_output,101200.0
low,line,c3,pellets,2031,value_added,25300.0
low,line,c3,pellets,2031,indirect_va,23680.8
low,line,c3,pellets,2031,induced_va,2211.5076923076927
low,line,c3,pellets,2031,total_va,51192.307692307695
low,line,c3,pellets,2031,household_income,23036.538461538465
low,line,c3,pellets,2031,import_substitution,0.0
low,line,c3,pellets,2031,exports,0.0
low,line,c3,pellets,2031,imported_inputs,10120.0
low,line,c3,pellets,2031,forgone_exports,0.0
low,line,c3,pellets,2031,net_fx,-10120.0
low,line,c3,pellets,2031,jobs,12.0
low,line,c3,pellets,2031,investment,999999.9999999998
low,line,c3,pellets,2031,capital_goods_imports,849999.9999999998
low,line,c3,pellets,2031,tax_gross,1279.8076923076924
low,line,c3,pellets,2031,customs_forgone,0.0
low,line,c3,pellets,2031,tax_revenue,1279.8076923076924
low,line,c3,pellets,2032,volume,6600.0
low,line,c3,pellets,2032,gross_output,145200.0
low,line,c3,pellets,2032,value_added,36300.0
low,line,c3,pellets,2032,indirect_va,33976.799999999996
low,line,c3,pellets,2032,induced_va,3173.0327759197326
low,line,c3,pellets,2032,total_va,73449.83277591973
low,line,c3,pellets,2032,household_income,33052.42474916388
low,line,c3,pellets,2032,import_substitution,0.0
low,line,c3,pellets,2032,exports,0.0
low,line,c3,pellets,2032,imported_inputs,14520.0
low,line,c3,pellets,2032,forgone_exports,0.0
low,line,c3,pellets,2032,net_fx,-14520.0
low,line,c3,pellets,2032,jobs,16.0
low,line,c3,pellets,2032,investment,1000000.0000000003
low,line,c3,pellets,2032,capital_goods_imports,850000.0000000002
low,line,c3,pellets,2032,tax_gross,1836.2458193979933
low,line,c3,pellets,2032,customs_forgone,0.0
low,line,c3,pellets,2032,tax_revenue,1836.2458193979933
low,line,c4,bpo,2028,volume,19.5
low,line,c4,bpo,2028,gross_output,81900.0
low,line,c4,bpo,2028,value_added,33579.0
low,line,c4,bpo,2028,indirect_va,10810.8
low,line,c4,bpo,2028,induced_va,2004.2217391304355
low,line,c4,bpo,2028,total_va,46394.02173913044
low,line,c4,bpo,2028,household_income,20877.3097826087
low,line,c4,bpo,2028,import_substitution,0.0
low,line,c4,bpo,2028,exports,81900.0
low,line,c4,bpo,2028,imported_inputs,12285.0
low,line,c4,bpo,2028,forgone_exports,0.0
low,line,c4,bpo,2028,net_fx,69615.0
low,line,c4,bpo,2028,jobs,66.0
low,line,c4,bpo,2028,investment,700000.0
low,line,c4,bpo,2028,capital_goods_imports,595000.0
low,line,c4,bpo,2028,tax_gross,1159.850543478261
low,line,c4,bpo,2028,customs_forgone,0.0
low,line,c4,bpo,2028,tax_revenue,1159.850543478261
low,line,c4,bpo,2029,volume,123.5
low,line,c4,bpo,2029,gross_output,518700.0
low,line,c4,bpo,2029,value_added,212667.0
low,line,c4,bpo,2029,indirect_va,68468.4
low,line,c4,bpo,2029,induced_va,12693.40434782609
low,line,c4,bpo,2029,total_va,293828.8043478261
low,line,c4,bpo,2029,household_income,132222.96195652176
low,line,c4,bpo,2029,import_substitution,0.0
low,line,c4,bpo,2029,exports,518700.0
low,line,c4,bpo,2029,imported_inputs,77805.0
low,line,c4,bpo,2029,forgone_exports,0.0
low,line,c4,bpo,2029,net_fx,440895.0
low,line,c4,bpo,2029,jobs,264.0
low,line,c4,bpo,2029,investment,2100000.0000000005
low,line,c4,bpo,2029,capital_goods_imports,1785000.0000000002
low,line,c4,bpo,2029,tax_gross,7345.720108695653
low,line,c4,bpo,2029,customs_forgone,0.0
low,line,c4,bpo,2029,tax_revenue,7345.720108695653
low,line,c4,bpo,2030,volume,338.0
low,line,c4,bpo,2030,gross_output,1419600.0
low,line,c4,bpo,2030,value_added,582036.0
low,line,c4,bpo,2030,indirect_va,187387.19999999998
low,line,c4,bpo,2030,induced_va,34739.843478260875
low,line,c4,bpo,2030,total_va,804163.0434782609
low,line,c4,bpo,2030,household_income,361873.3695652174
low,line,c4,bpo,2030,import_substitution,0.0
low,line,c4,bpo,2030,exports,1419600.0
low,line,c4,bpo,2030,imported_inputs,212940.0
low,line,c4,bpo,2030,forgone_exports,0.0
low,line,c4,bpo,2030,net_fx,1206660.0
low,line,c4,bpo,2030,jobs,528.0
low,line,c4,bpo,2030,investment,2800000.0
low,line,c4,bpo,2030,capital_goods_imports,2380000.0
low,line,c4,bpo,2030,tax_gross,20104.076086956524
low,line,c4,bpo,2030,customs_forgone,0.0
low,line,c4,bpo,2030,tax_revenue,20104.076086956524
low,line,c4,bpo,2031,volume,598.0
low,line,c4,bpo,2031,gross_output,2511600.0
low,line,c4,bpo,2031,value_added,1029756.0
low,line,c4,bpo,2031,indirect_va,331531.2
low,line,c4,bpo,2031,induced_va,61462.80000000001
low,line,c4,bpo,2031,total_va,1422750.0
low,line,c4,bpo,2031,household_income,640237.5
low,line,c4,bpo,2031,import_substitution,0.0
low,line,c4,bpo,2031,exports,2511600.0
low,line,c4,bpo,2031,imported_inputs,376740.0
low,line,c4,bpo,2031,forgone_exports,0.0
low,line,c4,bpo,2031,net_fx,2134860.0
low,line,c4,bpo,2031,jobs,792.0
low,line,c4,bpo,2031,investment,2799999.999999999
low,line,c4,bpo,2031,capital_goods_imports,2379999.999999999
low,line,c4,bpo,2031,tax_gross,35568.75
low,line,c4,bpo,2031,customs_forgone,0.0
low,line,c4,bpo,2031,tax_revenue,35568.75
low,line,c4,bpo,2032,volume,858.0
low,line,c4,bpo,2032,gross_output,3603600.0
low,line,c4,bpo,2032,value_added,1477476.0
low,line,c4,bpo,2032,indirect_va,475675.19999999995
low,line,c4,bpo,2032,induced_va,88185.75652173915
low,line,c4,bpo,2032,total_va,2041336.956521739
low,line,c4,bpo,2032,household_income,918601.6304347826
low,line,c4,bpo,2032,import_substitution,0.0
low,line,c4,bpo,2032,exports,3603600.0
low,line,c4,bpo,2032,imported_inputs,540540.0
low,line,c4,bpo,2032,forgone_exports,0.0
low,line,c4,bpo,2032,net_fx,3063060.0
low,line,c4,bpo,2032,jobs,1056.0
low,line,c4,bpo,2032,investment,2800000.000000001
low,line,c4,bpo,2032,capital_goods_imports,2380000.000000001
low,line,c4,bpo,2032,tax_gross,51033.42391304348
low,line,c4,bpo,2032,customs_forgone,0.0
low,line,c4,bpo,2032,tax_revenue,51033.42391304348
low,cluster,c1,c1,2028,volume,12712.500000000002
low,cluster,c1,c1,2028,gross_output,593325.0
low,cluster,c1,c1,2028,value_added,104874.75
low,cluster,c1,c1,2028,indirect_va,80010.18
low,cluster,c1,c1,2028,induced_va,8347.647341137126
low,cluster,c1,c1,2028,total_va,193232.57734113713
low,cluster,c1,c1,2028,household_income,86954.65980351172
low,cluster,c1,c1,2028,import_substitution,76342.5
low,cluster,c1,c1,2028,exports,516982.5
low,cluster,c1,c1,2028,imported_inputs,75127.5
low,cluster,c1,c1,2028,forgone_exports,274725.0
low,cluster,c1,c1,2028,net_fx,243472.5
low,cluster,c1,c1,2028,jobs,35.099999999999994
low,cluster,c1,c1,2028,investment,4800000.0
low,cluster,c1,c1,2028,capital_goods_imports,4080000.0
low,cluster,c1,c1,2028,tax_gross,4830.814433528429
low,cluster,c1,c1,2028,customs_forgone,4580.55
low,cluster,c1,c1,2028,tax_revenue,250.26443352842898
low,cluster,c1,c1,2028,net_fx,243472.5
low,cluster,c1,c1,2029,volume,80512.50000000001
low,cluster,c1,c1,2029,gross_output,3757725.0
low,cluster,c1,c1,2029,value_added,664206.75
low,cluster,c1,c1,2029,indirect_va,506731.14
low,cluster,c1,c1,2029,induced_va,52868.43316053513
low,cluster,c1,c1,2029,total_va,1223806.3231605352
low,cluster,c1,c1,2029,household_income,550712.8454222408
low,cluster,c1,c1,2029,import_substitution,483502.5
low,cluster,c1,c1,2029,exports,3274222.5
low,cluster,c1,c1,2029,imported_inputs,475807.5
low,cluster,c1,c1,2029,forgone_exports,1739925.0
low,cluster,c1,c1,2029,net_fx,1541992.5
low,cluster,c1,c1,2029,jobs,140.39999999999998
low,cluster,c1,c1,2029,investment,14400000.000000002
low,cluster,c1,c1,2029,capital_goods_imports,12240000.000000002
low,cluster,c1,c1,2029,tax_gross,30595.158079013374
low,cluster,c1,c1,2029,customs_forgone,29010.15
low,cluster,c1,c1,2029,tax_revenue,1585.0080790133761
low,cluster,c1,c1,2029,net_fx,1541992.5
low,cluster,c1,c1,2030,volume,220350.00000000003
low,cluster,c1,c1,2030,gross_output,10284300.0
low,cluster,c1,c1,2030,value_added,1817829.0
low,cluster,c1,c1,2030,indirect_va,1386843.12
low,cluster,c1,c1,2030,induced_va,144692.5539130435
low,cluster,c1,c1,2030,total_va,3349364.673913043
low,cluster,c1,c1,2030,household_income,1507214.1032608696
low,cluster,c1,c1,2030,import_substitution,1323270.0
low,cluster,c1,c1,2030,exports,8961030.0
low,cluster,c1,c1,2030,imported_inputs,1302210.0
low,cluster,c1,c1,2030,forgone_exports,4761900.0
low,cluster,c1,c1,2030,net_fx,4220190.0
low,cluster,c1,c1,2030,jobs,280.79999999999995
low,cluster,c1,c1,2030,investment,19200000.0
low,cluster,c1,c1,2030,capital_goods_imports,16320000.0
low,cluster,c1,c1,2030,tax_gross,83734.11684782608
low,cluster,c1,c1,2030,customs_forgone,79396.2
low,cluster,c1,c1,2030,tax_revenue,4337.9168478260835
low,cluster,c1,c1,2030,net_fx,4220190.0
low,cluster,c1,c1,2031,volume,389850.00000000006
low,cluster,c1,c1,2031,gross_output,18195300.0
low,cluster,c1,c1,2031,value_added,3216159.0000000005
low,cluster,c1,c1,2031,indirect_va,2453645.52
low,cluster,c1,c1,2031,induced_va,255994.51846153854
low,cluster,c1,c1,2031,total_va,5925799.038461539
low,cluster,c1,c1,2031,household_income,2666609.567307693
low,cluster,c1,c1,2031,import_substitution,2341170.0
low,cluster,c1,c1,2031,exports,15854130.0
low,cluster,c1,c1,2031,imported_inputs,2303910.0
low,cluster,c1,c1,2031,forgone_exports,8424900.0
low,cluster,c1,c1,2031,net_fx,7466490.0
low,cluster,c1,c1,2031,jobs,421.2
low,cluster,c1,c1,2031,investment,19199999.999999996
low,cluster,c1,c1,2031,capital_goods_imports,16319999.999999996
low,cluster,c1,c1,2031,tax_gross,148144.9759615385
low,cluster,c1,c1,2031,customs_forgone,140470.2
low,cluster,c1,c1,2031,tax_revenue,7674.775961538486
low,cluster,c1,c1,2031,net_fx,7466490.0
low,cluster,c1,c1,2032,volume,559350.0000000001
low,cluster,c1,c1,2032,gross_output,26106300.0
low,cluster,c1,c1,2032,value_added,4614489.0
low,cluster,c1,c1,2032,indirect_va,3520447.92
low,cluster,c1,c1,2032,induced_va,367296.4830100335
low,cluster,c1,c1,2032,total_va,8502233.403010033
low,cluster,c1,c1,2032,household_income,3826005.031354515
low,cluster,c1,c1,2032,import_substitution,3359070.0
low,cluster,c1,c1,2032,exports,22747230.0
low,cluster,c1,c1,2032,imported_inputs,3305610.0
low,cluster,c1,c1,2032,forgone_exports,12087900.0
low,cluster,c1,c1,2032,net_fx,10712790.0
low,cluster,c1,c1,2032,jobs,561.5999999999999
low,cluster,c1,c1,2032,investment,19200000.000000007
low,cluster,c1,c1,2032,capital_goods_imports,16320000.000000004
low,cluster,c1,c1,2032,tax_gross,212555.83507525083
low,cluster,c1,c1,2032,customs_forgone,201544.2
low,cluster,c1,c1,2032,tax_revenue,11011.635075250844
low,cluster,c1,c1,2032,net_fx,10712790.0
low,cluster,c2,c2,2028,volume,228.75
low,cluster,c2,c2,2028,gross_output,141660.0
low,cluster,c2,c2,2028,value_added,16159.05
low,cluster,c2,c2,2028,indirect_va,11860.046999999999
low,cluster,c2,c2,2028,induced_va,1265.0762859531774
low,cluster,c2,c2,2028,total_va,29284.173285953177
low,cluster,c2,c2,2028,household_income,13177.877978678931
low,cluster,c2,c2,2028,import_substitution,14449.5
low,cluster,c2,c2,2028,exports,122654.25
low,cluster,c2,c2,2028,imported_inputs,10453.5
low,cluster,c2,c2,2028,forgone_exports,118575.0
low,cluster,c2,c2,2028,net_fx,8075.25
low,cluster,c2,c2,2028,jobs,5.699999999999999
low,cluster,c2,c2,2028,investment,2090000.0
low,cluster,c2,c2,2028,capital_goods_imports,1776500.0
low,cluster,c2,c2,2028,tax_gross,732.1043321488295
low,cluster,c2,c2,2028,customs_forgone,866.9699999999999
low,cluster,c2,c2,2028,tax_revenue,-134.86566785117043
low,cluster,c2,c2,2028,net_fx,8075.25
low,cluster,c2,c2,2029,volume,1448.75
low,cluster,c2,c2,2029,gross_output,897180.0
low,cluster,c2,c2,2029,value_added,102340.65
low,cluster,c2,c2,2029,indirect_va,75113.631
low,cluster,c2,c2,2029,induced_va,8012.149811036791
low,cluster,c2,c2,2029,total_va,185466.4308110368
low,cluster,c2,c2,2029,household_income,83459.89386496655
low,cluster,c2,c2,2029,import_substitution,91513.5
low,cluster,c2,c2,2029,exports,776810.25
low,cluster,c2,c2,2029,imported_inputs,66205.5
low,cluster,c2,c2,2029,forgone_exports,750975.0
low,cluster,c2,c2,2029,net_fx,51143.25
low,cluster,c2,c2,2029,jobs,22.799999999999997
low,cluster,c2,c2,2029,investment,6270000.000000001
low,cluster,c2,c2,2029,capital_goods_imports,5329500.000000001
low,cluster,c2,c2,2029,tax_gross,4636.66077027592
low,cluster,c2,c2,2029,customs_forgone,5490.8099999999995
low,cluster,c2,c2,2029,tax_revenue,-854.1492297240795
low,cluster,c2,c2,2029,net_fx,51143.25
low,cluster,c2,c2,2030,volume,3965.0
low,cluster,c2,c2,2030,gross_output,2455440.0
low,cluster,c2,c2,2030,value_added,280090.2
low,cluster,c2,c2,2030,indirect_va,205574.148
low,cluster,c2,c2,2030,induced_va,21927.98895652174
low,cluster,c2,c2,2030,total_va,507592.3369565217
low,cluster,c2,c2,2030,household_income,228416.55163043475
low,cluster,c2,c2,2030,import_substitution,250458.0
low,cluster,c2,c2,2030,exports,2126007.0
low,cluster,c2,c2,2030,imported_inputs,181194.0
low,cluster,c2,c2,2030,forgone_exports,2055300.0
low,cluster,c2,c2,2030,net_fx,139971.0
low,cluster,c2,c2,2030,jobs,45.599999999999994
low,cluster,c2,c2,2030,investment,8360000.0
low,cluster,c2,c2,2030,capital_goods_imports,7106000.0
low,cluster,c2,c2,2030,tax_gross,12689.808423913044
low,cluster,c2,c2,2030,customs_forgone,15027.48
low,cluster,c2,c2,2030,tax_revenue,-2337.6715760869556
low,cluster,c2,c2,2030,net_fx,139971.0
low,cluster,c2,c2,2031,volume,7015.0
low,cluster,c2,c2,2031,gross_output,4344240.0
low,cluster,c2,c2,2031,value_added,495544.2
low,cluster,c2,c2,2031,indirect_va,363708.108
low,cluster,c2,c2,2031,induced_va,38795.672769230776
low,cluster,c2,c2,2031,total_va,898047.9807692308
low,cluster,c2,c2,2031,household_income,404121.5913461539
low,cluster,c2,c2,2031,import_substitution,443118.0
low,cluster,c2,c2,2031,exports,3761397.0
low,cluster,c2,c2,2031,imported_inputs,320574.0
low,cluster,c2,c2,2031,forgone_exports,3636300.0
low,cluster,c2,c2,2031,net_fx,247641.0
low,cluster,c2,c2,2031,jobs,68.39999999999999
low,cluster,c2,c2,2031,investment,8359999.999999999
low,cluster,c2,c2,2031,capital_goods_imports,7105999.999999999
low,cluster,c2,c2,2031,tax_gross,22451.199519230773
low,cluster,c2,c2,2031,customs_forgone,26587.079999999998
low,cluster,c2,c2,2031,tax_revenue,-4135.880480769227
low,cluster,c2,c2,2031,net_fx,247641.0
low,cluster,c2,c2,2032,volume,10065.0
low,cluster,c2,c2,2032,gross_output,6233040.0
low,cluster,c2,c2,2032,value_added,710998.2
low,cluster,c2,c2,2032,indirect_va,521842.06799999997
low,cluster,c2,c2,2032,induced_va,55663.35658193981
low,cluster,c2,c2,2032,total_va,1288503.6245819398
low,cluster,c2,c2,2032,household_income,579826.6310618729
low,cluster,c2,c2,2032,import_substitution,635778.0
low,cluster,c2,c2,2032,exports,5396787.0
low,cluster,c2,c2,2032,imported_inputs,459954.0
low,cluster,c2,c2,2032,forgone_exports,5217300.0
low,cluster,c2,c2,2032,net_fx,355311.0
low,cluster,c2,c2,2032,jobs,91.19999999999999
low,cluster,c2,c2,2032,investment,8360000.000000002
low,cluster,c2,c2,2032,capital_goods_imports,7106000.000000002
low,cluster,c2,c2,2032,tax_gross,32212.5906145485
low,cluster,c2,c2,2032,customs_forgone,38146.68
low,cluster,c2,c2,2032,tax_revenue,-5934.089385451503
low,cluster,c2,c2,2032,net_fx,355311.0
low,cluster,c3,c3,2028,volume,204979.5
low,cluster,c3,c3,2028,gross_output,581640.0
low,cluster,c3,c3,2028,value_added,97467.0
low,cluster,c3,c3,2028,indirect_va,20624.76
low,cluster,c3,c3,2028,induced_va,5331.902207357862
low,cluster,c3,c3,2028,total_va,123423.66220735785
low,cluster,c3,c3,2028,household_income,55540.64799331104
low,cluster,c3,c3,2028,import_substitution,510696.0
low,cluster,c3,c3,2028,exports,34650.0
low,cluster,c3,c3,2028,imported_inputs,380805.0
low,cluster,c3,c3,2028,forgone_exports,28800.0
low,cluster,c3,c3,2028,net_fx,135741.0
low,cluster,c3,c3,2028,jobs,161.72
low,cluster,c3,c3,2028,investment,6915000.0
low,cluster,c3,c3,2028,capital_goods_imports,5877750.0
low,cluster,c3,c3,2028,tax_gross,3085.5915551839466
low,cluster,c3,c3,2028,customs_forgone,30641.760000000002
low,cluster,c3,c3,2028,tax_revenue,-27556.168444816056
low,cluster,c3,c3,2028,net_fx,135741.0
low,cluster,c3,c3,2029,volume,1298203.5
low,cluster,c3,c3,2029,gross_output,3683720.0
low,cluster,c3,c3,2029,value_added,617291.0
low,cluster,c3,c3,2029,indirect_va,130623.48000000003
low,cluster,c3,c3,2029,induced_va,33768.71397993311
low,cluster,c3,c3,2029,total_va,781683.193979933
low,cluster,c3,c3,2029,household_income,351757.4372909699
low,cluster,c3,c3,2029,import_substitution,3234408.0
low,cluster,c3,c3,2029,exports,219450.0
low,cluster,c3,c3,2029,imported_inputs,2411765.0
low,cluster,c3,c3,2029,forgone_exports,182400.0
low,cluster,c3,c3,2029,net_fx,859693.0
low,cluster,c3,c3,2029,jobs,646.88
low,cluster,c3,c3,2029,investment,20745000.000000004
low,cluster,c3,c3,2029,capital_goods_imports,17633250.000000004
low,cluster,c3,c3,2029,tax_gross,19542.07984949833
low,cluster,c3,c3,2029,customs_forgone,194064.48000000004
low,cluster,c3,c3,2029,tax_revenue,-174522.4001505017
low,cluster,c3,c3,2029,net_fx,859693.0
low,cluster,c3,c3,2030,volume,3552978.0
low,cluster,c3,c3,2030,gross_output,10081760.0
low,cluster,c3,c3,2030,value_added,1689428.0
low,cluster,c3,c3,2030,indirect_va,357495.83999999997
low,cluster,c3,c3,2030,induced_va,92419.63826086957
low,cluster,c3,c3,2030,total_va,2139343.4782608696
low,cluster,c3,c3,2030,household_income,962704.5652173914
low,cluster,c3,c3,2030,import_substitution,8852064.0
low,cluster,c3,c3,2030,exports,600600.0
low,cluster,c3,c3,2030,imported_inputs,6600620.0
low,cluster,c3,c3,2030,forgone_exports,499200.0
low,cluster,c3,c3,2030,net_fx,2352844.0
low,cluster,c3,c3,2030,jobs,1293.76
low,cluster,c3,c3,2030,investment,27660000.0
low,cluster,c3,c3,2030,capital_goods_imports,23511000.0
low,cluster,c3,c3,2030,tax_gross,53483.58695652174
low,cluster,c3,c3,2030,customs_forgone,531123.84
low,cluster,c3,c3,2030,tax_revenue,-477640.2530434783
low,cluster,c3,c3,2030,net_fx,2352844.0
low,cluster,c3,c3,2031,volume,6286038.0
low,cluster,c3,c3,2031,gross_output,17836960.0
low,cluster,c3,c3,2031,value_added,2988988.0
low,cluster,c3,c3,2031,indirect_va,632492.64
low,cluster,c3,c3,2031,induced_va,163511.66769230773
low,cluster,c3,c3,2031,total_va,3784992.3076923075
low,cluster,c3,c3,2031,household_income,1703246.5384615383
low,cluster,c3,c3,2031,import_substitution,15661344.0
low,cluster,c3,c3,2031,exports,1062600.0
low,cluster,c3,c3,2031,imported_inputs,11678020.0
low,cluster,c3,c3,2031,forgone_exports,883200.0
low,cluster,c3,c3,2031,net_fx,4162724.0
low,cluster,c3,c3,2031,jobs,1940.64
low,cluster,c3,c3,2031,investment,27659999.999999993
low,cluster,c3,c3,2031,capital_goods_imports,23510999.999999996
low,cluster,c3,c3,2031,tax_gross,94624.80769230767
low,cluster,c3,c3,2031,customs_forgone,939680.6399999999
low,cluster,c3,c3,2031,tax_revenue,-845055.8323076924
low,cluster,c3,c3,2031,net_fx,4162724.0
low,cluster,c3,c3,2032,volume,9019098.0
low,cluster,c3,c3,2032,gross_output,25592160.0
low,cluster,c3,c3,2032,value_added,4288548.0
low,cluster,c3,c3,2032,indirect_va,907489.4400000001
low,cluster,c3,c3,2032,induced_va,234603.6971237459
low,cluster,c3,c3,2032,total_va,5430641.137123746
low,cluster,c3,c3,2032,household_income,2443788.5117056854
low,cluster,c3,c3,2032,import_substitution,22470624.0
low,cluster,c3,c3,2032,exports,1524600.0
low,cluster,c3,c3,2032,imported_inputs,16755420.0
low,cluster,c3,c3,2032,forgone_exports,1267200.0
low,cluster,c3,c3,2032,net_fx,5972604.0
low,cluster,c3,c3,2032,jobs,2587.52
low,cluster,c3,c3,2032,investment,27660000.000000007
low,cluster,c3,c3,2032,capital_goods_imports,23511000.000000007
low,cluster,c3,c3,2032,tax_gross,135766.02842809365
low,cluster,c3,c3,2032,customs_forgone,1348237.44
low,cluster,c3,c3,2032,tax_revenue,-1212471.4115719066
low,cluster,c3,c3,2032,net_fx,5972604.0
low,cluster,c4,c4,2028,volume,19.5
low,cluster,c4,c4,2028,gross_output,81900.0
low,cluster,c4,c4,2028,value_added,33579.0
low,cluster,c4,c4,2028,indirect_va,10810.8
low,cluster,c4,c4,2028,induced_va,2004.2217391304355
low,cluster,c4,c4,2028,total_va,46394.02173913044
low,cluster,c4,c4,2028,household_income,20877.3097826087
low,cluster,c4,c4,2028,import_substitution,0.0
low,cluster,c4,c4,2028,exports,81900.0
low,cluster,c4,c4,2028,imported_inputs,12285.0
low,cluster,c4,c4,2028,forgone_exports,0.0
low,cluster,c4,c4,2028,net_fx,69615.0
low,cluster,c4,c4,2028,jobs,66.0
low,cluster,c4,c4,2028,investment,700000.0
low,cluster,c4,c4,2028,capital_goods_imports,595000.0
low,cluster,c4,c4,2028,tax_gross,1159.850543478261
low,cluster,c4,c4,2028,customs_forgone,0.0
low,cluster,c4,c4,2028,tax_revenue,1159.850543478261
low,cluster,c4,c4,2028,net_fx,69615.0
low,cluster,c4,c4,2029,volume,123.5
low,cluster,c4,c4,2029,gross_output,518700.0
low,cluster,c4,c4,2029,value_added,212667.0
low,cluster,c4,c4,2029,indirect_va,68468.4
low,cluster,c4,c4,2029,induced_va,12693.40434782609
low,cluster,c4,c4,2029,total_va,293828.8043478261
low,cluster,c4,c4,2029,household_income,132222.96195652176
low,cluster,c4,c4,2029,import_substitution,0.0
low,cluster,c4,c4,2029,exports,518700.0
low,cluster,c4,c4,2029,imported_inputs,77805.0
low,cluster,c4,c4,2029,forgone_exports,0.0
low,cluster,c4,c4,2029,net_fx,440895.0
low,cluster,c4,c4,2029,jobs,264.0
low,cluster,c4,c4,2029,investment,2100000.0000000005
low,cluster,c4,c4,2029,capital_goods_imports,1785000.0000000002
low,cluster,c4,c4,2029,tax_gross,7345.720108695653
low,cluster,c4,c4,2029,customs_forgone,0.0
low,cluster,c4,c4,2029,tax_revenue,7345.720108695653
low,cluster,c4,c4,2029,net_fx,440895.0
low,cluster,c4,c4,2030,volume,338.0
low,cluster,c4,c4,2030,gross_output,1419600.0
low,cluster,c4,c4,2030,value_added,582036.0
low,cluster,c4,c4,2030,indirect_va,187387.19999999998
low,cluster,c4,c4,2030,induced_va,34739.843478260875
low,cluster,c4,c4,2030,total_va,804163.0434782609
low,cluster,c4,c4,2030,household_income,361873.3695652174
low,cluster,c4,c4,2030,import_substitution,0.0
low,cluster,c4,c4,2030,exports,1419600.0
low,cluster,c4,c4,2030,imported_inputs,212940.0
low,cluster,c4,c4,2030,forgone_exports,0.0
low,cluster,c4,c4,2030,net_fx,1206660.0
low,cluster,c4,c4,2030,jobs,528.0
low,cluster,c4,c4,2030,investment,2800000.0
low,cluster,c4,c4,2030,capital_goods_imports,2380000.0
low,cluster,c4,c4,2030,tax_gross,20104.076086956524
low,cluster,c4,c4,2030,customs_forgone,0.0
low,cluster,c4,c4,2030,tax_revenue,20104.076086956524
low,cluster,c4,c4,2030,net_fx,1206660.0
low,cluster,c4,c4,2031,volume,598.0
low,cluster,c4,c4,2031,gross_output,2511600.0
low,cluster,c4,c4,2031,value_added,1029756.0
low,cluster,c4,c4,2031,indirect_va,331531.2
low,cluster,c4,c4,2031,induced_va,61462.80000000001
low,cluster,c4,c4,2031,total_va,1422750.0
low,cluster,c4,c4,2031,household_income,640237.5
low,cluster,c4,c4,2031,import_substitution,0.0
low,cluster,c4,c4,2031,exports,2511600.0
low,cluster,c4,c4,2031,imported_inputs,376740.0
low,cluster,c4,c4,2031,forgone_exports,0.0
low,cluster,c4,c4,2031,net_fx,2134860.0
low,cluster,c4,c4,2031,jobs,792.0
low,cluster,c4,c4,2031,investment,2799999.999999999
low,cluster,c4,c4,2031,capital_goods_imports,2379999.999999999
low,cluster,c4,c4,2031,tax_gross,35568.75
low,cluster,c4,c4,2031,customs_forgone,0.0
low,cluster,c4,c4,2031,tax_revenue,35568.75
