reporterCode,flowCode,partnerCode,cmdCode,refYear,primaryValue,fobvalue,cifvalue,netWgt,qty,qtyUnitCode,classificationCode,isReported,isAggregate
784,RX,706,3401,2021,1393442.886,1393442.886,0.0,832550.0,832550.0,8,H5,False,True
784,RX,706,3402,2021,1491278.134,1491278.134,0.0,792633.0,792633.0,8,H5,False,True
784,RX,706,61,2021,6592556.145,6592556.145,0.0,0.0,0.0,-1,H5,False,True
784,RX,706,62,2021,4110433.424,4110433.424,0.0,0.0,0.0,-1,H5,False,True
784,RX,706,9619,2021,525864.944,525864.944,0.0,160654.0,160654.0,8,H5,False,True
784,RX,706,0402,2022,120240575.815,120240575.815,,33081386.0,33081386.0,8,H6,False,True
784,RX,706,1006,2022,5744486.258,5744486.258,,9596180.0,9596180.0,8,H6,False,True
784,RX,706,1101,2022,163076.646,163076.646,,188727.0,188727.0,8,H6,False,True
784,RX,706,1508,2022,947.921,947.921,,329.0,329.0,8,H6,False,True
784,RX,706,1509,2022,184013.934,184013.934,,0.0,0.0,-1,H6,False,True
784,RX,706,1510,2022,7707.011,7707.011,,0.0,0.0,-1,H6,False,True
784,RX,706,1511,2022,1758101.244,1758101.244,,1269469.0,1269469.0,8,H6,False,True
784,RX,706,1512,2022,44857.973,44857.973,,61148.0,61148.0,8,H6,False,True
784,RX,706,1513,2022,75373.839,75373.839,,36085.0,36085.0,8,H6,False,True
784,RX,706,1515,2022,13649.721,13649.721,,6350.0,6350.0,8,H6,False,True
784,RX,706,1516,2022,100.226,100.226,,60.0,60.0,8,H6,False,True
784,RX,706,1517,2022,36855.111,36855.111,,14237.0,14237.0,8,H6,False,True
784,RX,706,1701,2022,707077.905,707077.905,,863562.0,863562.0,8,H6,False,True
784,RX,706,1902,2022,662968.913,662968.913,,922287.0,922287.0,8,H6,False,True
784,RX,706,3401,2022,2259733.089,2259733.089,,1489819.0,1489819.0,8,H6,False,True
784,RX,706,3402,2022,863954.998,863954.998,,0.0,0.0,-1,H6,False,True
784,RX,706,61,2022,5594576.546,5594576.546,,0.0,0.0,-1,H6,False,True
784,RX,706,62,2022,5720773.912,5720773.912,,0.0,0.0,-1,H6,False,True
784,RX,706,9619,2022,1130549.975,1130549.975,,270276.0,270276.0,8,H6,False,True
784,RX,706,0402,2023,114527430.155,114527430.155,,31919454.0,31919454.0,8,H6,False,True
784,RX,706,1006,2023,3223772.493,3223772.493,,3813449.8,3813449.8,8,H6,False,True
784,RX,706,1101,2023,33772.974,33772.974,,75375.0,75375.0,8,H6,False,True
784,RX,706,1509,2023,414635.297,414635.297,,129555.0,129555.0,8,H6,False,True
784,RX,706,1510,2023,2374.404,2374.404,,3600.0,3600.0,8,H6,False,True
784,RX,706,1511,2023,3080702.572,3080702.572,,2839860.0,2839860.0,8,H6,False,True
784,RX,706,1512,2023,92852.164,92852.164,,50510.0,50510.0,8,H6,False,True
784,RX,706,1513,2023,41591.054,41591.054,,33253.8,33253.8,8,H6,False,True
784,RX,706,1514,2023,326.753,326.753,,120.0,120.0,8,H6,False,True
784,RX,706,1515,2023,5854.323,5854.323,,6273.0,6273.0,8,H6,False,True
784,RX,706,1517,2023,53038.811,53038.811,,25342.7,25342.7,8,H6,False,True
784,RX,706,1701,2023,1308709.565,1308709.565,,1660135.5,1660135.5,8,H6,False,True
784,RX,706,1902,2023,402587.333,402587.333,,313884.8,313884.8,8,H6,False,True
784,RX,706,3401,2023,2204395.179,2204395.179,,1022720.0,1022720.0,8,H6,False,True
784,RX,706,3402,2023,417031.452,417031.452,,245638.4,245638.4,8,H6,False,True
784,RX,706,61,2023,10652327.841,10652327.841,,0.0,0.0,-1,H6,False,True
784,RX,706,62,2023,3867820.861,3867820.861,,0.0,0.0,-1,H6,False,True
784,RX,706,9619,2023,524852.565,524852.565,,157819.0,157819.0,8,H6,False,True
156,X,706,1701,2021,459858.0,459858.0,,445360.0,445360.0,8,H5,False,True
156,X,706,3401,2021,186902.0,186902.0,,101270.0,101270.0,8,H5,False,True
156,X,706,3402,2021,12176924.0,12176924.0,,15850783.0,15850783.0,8,H5,False,True
156,X,706,61,2021,33451615.0,33451615.0,,0.0,0.0,-1,H5,False,True
156,X,706,62,2021,19067583.0,19067583.0,,0.0,0.0,-1,H5,False,True
156,X,706,9619,2021,8352437.0,8352437.0,,2804332.0,2804332.0,8,H5,False,True
156,X,706,1006,2022,606662.0,606662.0,,810000.0,810000.0,8,H6,False,True
156,X,706,1701,2022,306431.0,306431.0,,282240.0,282240.0,8,H6,False,True
156,X,706,3401,2022,319193.0,319193.0,,193007.0,193007.0,8,H6,False,True
