reporterCode,flowCode,partnerCode,cmdCode,refYear,primaryValue,fobvalue,cifvalue,netWgt,qty,qtyUnitCode,classificationCode,isReported,isAggregate
699,M,706,1301,2023,460545.804,,460545.804,91855.0,91855.0,8,H6,False,True
251,M,706,1301,2023,2760506.817,,2760506.817,242043.0,242043.0,8,H6,False,True
251,M,706,3301,2023,37458.528,,37458.528,200.0,200.0,8,H6,False,True
276,M,706,1301,2023,1746358.007,,1746358.007,151850.412,151850.412,8,H6,False,True
276,M,706,3301,2023,119255.167,,119255.167,418.483,418.483,8,H6,False,True
842,M,706,1301,2023,223105.0,221069.0,223105.0,22012.0,22012.0,8,H6,False,True
842,M,706,3301,2023,635238.0,615907.0,635238.0,3300.0,3300.0,8,H6,False,True
826,M,706,1301,2023,385880.652,,385880.652,79113.0,79113.0,8,H6,False,True
826,M,706,3301,2023,54252.193,,54252.193,347.532,347.532,8,H6,False,True
380,M,706,1301,2023,457463.128,,457463.128,37251.0,37251.0,8,H6,False,True
818,M,706,1301,2023,1067078.697,,1067078.697,,0.0,-1,H6,False,True
818,M,706,3301,2023,4815.791,,4815.791,,0.0,-1,H6,False,True
887,M,706,1301,2023,34999.456,,34999.456,85433.0,85433.0,8,H4,False,True
